epoch;IoU;binary_accuracy;kaggle_IoU;loss;lr;val_IoU;val_binary_accuracy;val_kaggle_IoU;val_loss
1;0.4479768892129262;0.9963248630364736;0.44841427306334175;5.025789737701416;0.001;0.4861506909132004;0.9971326023340226;0.4873227208852768;4.350312584638596
2;0.4515618830919266;0.9966693858305613;0.45161150793234506;4.971766169865926;0.001;0.5146232716739177;0.9972315520048142;0.5151627004146576;4.016083252429962
3;0.4631772756576538;0.9968286554018656;0.462847892443339;4.716345755259196;0.001;0.5157776959240437;0.9974312260746956;0.516394903510809;3.961594858765602
4;0.4692071845134099;0.9969146609306335;0.4684057176113129;4.705954090754191;0.001;0.5139311201870441;0.9970782101154327;0.5171618565917016;3.9794588565826414
5;0.48615841964880624;0.9968238870302836;0.48619434932867683;4.381051961580912;0.00020000001;0.5038855500519276;0.9969996139407158;0.5065427884459496;4.102042770385742
6;0.48140448828538257;0.9966711322466533;0.48109176953633626;4.559016521771749;4.0000003e-05;0.5138855040073395;0.9971329882740975;0.5162044174969196;3.9694833755493164
7;0.5066551933685939;0.9967363476753235;0.5068681935469309;4.099431157112122;8.000001e-06;0.517517515271902;0.9971957370638848;0.5197287298738956;3.9195631742477417
8;0.48336323300997414;0.9967880427837372;0.48362724035978316;4.470683479309082;8.000001e-06;0.5205480761826038;0.997248075902462;0.5225633479654789;3.8799196898937227
9;0.501049917936325;0.9968525826931;0.5008834222952525;4.173569051424662;8.000001e-06;0.5246032975614071;0.9973025023937225;0.5264966145157814;3.8266981065273287
10;0.4789475957552592;0.9965303858121236;0.4785407563050588;4.492720373471578;8.000001e-06;0.5264144405722618;0.9973287671804428;0.5282356396317482;3.803714096546173
11;0.4832672814528147;0.9968713661034901;0.4826136529445648;4.569983204205831;8.000001e-06;0.5265743054449559;0.9973245799541474;0.5284611396491528;3.800761890411377
12;0.4982793827851613;0.99694717725118;0.4977945516506831;4.195220804214477;8.000001e-06;0.5273902259767056;0.997326610982418;0.5293749660253525;3.7894890785217283
13;0.49206938246885934;0.996929003794988;0.49160005450248717;4.308800514539083;8.000001e-06;0.5274828933179379;0.9973338559269905;0.5295101664960384;3.7860605657100677
0;0.46258444488048556;0.9967204431692759;0.46235483686129253;4.77572173277537;0.001;0.45727486833930014;0.9964538887143135;0.4607866555452347;4.836459428071976
1;0.4525332341591517;0.9962354461352031;0.4531667505701383;5.022368550300598;0.001;0.4546952471137047;0.9964801624417305;0.45734365805983546;4.871635657548905
2;0.49158361156781516;0.9966492811838786;0.49117996990680696;4.362038199106852;0.00020000001;0.48947815001010897;0.9971088618040085;0.49023493379354477;4.338877409696579
3;0.4914021551609039;0.9966603815555573;0.49080491562684375;4.343960213661194;0.00020000001;0.4875010661780834;0.997021646797657;0.4889863394200802;4.365730583667755
4;0.5133874197800954;0.9968351384003957;0.5128470152616501;4.078620298703512;4.0000003e-05;0.4894846357405186;0.9970442697405815;0.491056826710701;4.334780633449554
0;0.4738352398077647;0.9968342860539754;0.47325761765241625;4.656239970525106;0.001;0.5101451896131038;0.9973207861185074;0.5115768447518348;4.0333757400512695
1;0.48886078347762424;0.9967098851998647;0.4889668916662534;4.525782712300619;0.001;0.5374481722712516;0.997593991458416;0.5373820528388024;3.6826503694057466
2;0.4809035668770472;0.9966810603936513;0.4805794338385264;4.5028280099233;0.001;0.4932618118822575;0.9969805896282196;0.4949882380664349;4.30141127705574
