epoch;IoU;binary_accuracy;kaggle_IoU;loss;lr;val_IoU;val_binary_accuracy;val_kaggle_IoU;val_loss
0;0.024587076250463726;0.8152372762560844;0.05707518993876874;4.522227936983109;0.01;0.03689465957383315;0.9578795512517293;0.048991910026719175;3.971356813112895
1;0.10321146752685309;0.9723980173468589;0.12905577076599;2.9444186270236967;0.01;0.012837010451282065;0.6969949126243591;0.013775977523376544;5.806453800201416
2;0.16508473102003335;0.9896600320935249;0.18156142765656114;2.07650531232357;0.0019999999;0.025374626771857343;0.8725111722946167;0.03193096813435356;3.654442246754964
3;0.18492500195279718;0.9911254569888115;0.19424821380525828;1.8546747595071793;0.0019999999;0.1834751250843207;0.9906138956546784;0.20298666035135587;1.7172333637873332
4;0.2204737603664398;0.9922394827008247;0.22812395300716162;1.5750198736786842;0.0019999999;0.1863914633790652;0.9918623268604279;0.21281539325912793;1.5968921621640524
5;0.23080090675503015;0.9935468956828117;0.23587441276758908;1.4489611819386483;0.0019999999;0.24494649345676103;0.9958423693974813;0.23891948834061622;1.2650419255097707
6;0.22502606734633446;0.9935346901416778;0.2267096249386668;1.3665064781904221;0.0019999999;0.03371517167737086;0.9189271887143453;0.051742731034755705;3.0977846225102743
7;0.2764675011858344;0.9946581557393074;0.2786174152046442;1.1574031338095665;0.00039999996;0.23050423761208852;0.9935852825641632;0.24320585330327352;1.298095299800237
8;0.20894463276490569;0.9939613983035087;0.20848048571497202;1.373612993955612;7.999999e-05;0.25082538997133574;0.9946555356184642;0.25537553504109384;1.1209185262521109
9;0.2383399002254009;0.9946388527750969;0.2397386334836483;1.2443729624152184;7.999999e-05;0.2630060451726119;0.9954681992530823;0.2613529868423939;1.0474249958992004
10;0.2520079093053937;0.9947257295250893;0.25170269776135684;1.2193589106202125;7.999999e-05;0.2646670453250408;0.9956944505373637;0.2614557477335135;1.0248331427574158
11;0.2392223548144102;0.9944020092487336;0.23892318960279227;1.2421894818544388;7.999999e-05;0.2659515455365181;0.9957023541132609;0.2627487989763419;1.0124269028504689
12;0.25378276091068985;0.994729083776474;0.25288999937474727;1.2116190269589424;7.999999e-05;0.2657335949440797;0.9960187613964081;0.25954537466168404;1.0051441927750906
13;0.2473869187757373;0.9942893296480179;0.24641340617090463;1.2174117684364318;7.999999e-05;0.265584139029185;0.996016651391983;0.2596923450628916;1.0018164396286011
14;0.2704439816996455;0.9950320169329643;0.2705615708604455;1.147167694568634;7.999999e-05;0.266534091035525;0.9959341545899709;0.2616703510284424;0.9969743231932322
15;0.26292555443942545;0.9946755170822144;0.26358238272368906;1.1634329214692116;7.999999e-05;0.2659483959277471;0.9960620939731598;0.25967508827646574;0.9953883171081543
16;0.25869072284549477;0.9947616457939148;0.25976637806743386;1.1777755796909333;7.999999e-05;0.26811322023471196;0.99591845870018;0.2633269416789214;0.988726156949997
17;0.24332813080400229;0.9944057539105415;0.24243378452956676;1.2417961195111276;7.999999e-05;0.26935267796119056;0.9958409070968628;0.26509870688120524;0.9839355965455373
18;0.24717427771538497;0.9944871470332146;0.24727151226252317;1.1999610722064973;7.999999e-05;0.2694927876194318;0.9957609891891479;0.2660356489320596;0.9835177580515544
19;0.2312611633911729;0.9943039298057557;0.23143279869109393;1.2750989273190498;7.999999e-05;0.2695453469951948;0.995938640832901;0.26445670997103055;0.9782395323117574
20;0.2598131388425827;0.9948226541280747;0.25938671119511125;1.1999340996146202;7.999999e-05;0.2699412705997626;0.9957313319047292;0.26687017977237704;0.9800266961256663
